Journey_ID,Ticket_ID,Date_of_Journey,Departure_Station,Departure_Station,Departure_Time,Arrival_Time,Actual_Arrival_Time,Journey_Status,Reason_for_Delay
19261,19263,3/15/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19262,19264,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19263,19265,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19264,19266,4/1/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19265,19267,3/15/2024,York,Doncaster,30:00.0,00:00.0,02:00.0,Delayed,Signal failure
19266,19268,3/14/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19267,19269,3/15/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19268,19270,3/15/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
19269,19271,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19270,19272,3/15/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
19271,19273,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19272,19274,3/15/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
19273,19275,3/15/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
19274,19276,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19275,19277,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19276,19278,3/15/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19277,19279,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
19278,19280,3/15/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19279,19281,3/15/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
19280,19282,3/14/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19281,19283,3/15/2024,York,Peterborough,30:00.0,40:00.0,40:00.0,On-time,NULL
19282,19284,3/15/2024,York,Peterborough,30:00.0,40:00.0,40:00.0,On-time,NULL
19283,19285,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19284,19286,3/15/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,58:00.0,Delayed,Weather
19285,19287,3/15/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,58:00.0,Delayed,Weather
19286,19288,3/15/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,58:00.0,Delayed,Weather
19287,19289,3/15/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
19288,19290,3/15/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19289,19291,3/15/2024,Reading,Oxford,00:00.0,25:00.0,25:00.0,On-time,NULL
19290,19292,3/15/2024,York,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19291,19293,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19292,19294,3/15/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19293,19295,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19294,19296,3/15/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19295,19297,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19296,19298,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19297,19299,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
19298,19300,3/14/2024,Manchester Piccadilly,Leeds,00:00.0,45:00.0,45:00.0,On-time,NULL
19299,19301,3/14/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,12:00.0,Delayed,Technical Issue
19300,19302,3/14/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,12:00.0,Delayed,Technical Issue
19301,19303,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
19302,19304,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19303,19305,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,NULL,Cancelled,Weather Conditions
19304,19306,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,NULL,Cancelled,Weather Conditions
19305,19307,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19306,19308,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19307,19309,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
19308,19310,3/14/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19309,19311,3/14/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19310,19312,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19311,19313,3/15/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19312,19314,3/15/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19313,19315,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,26:00.0,Delayed,Staff Shortage
19314,19316,3/15/2024,York,Edinburgh,00:00.0,30:00.0,NULL,Cancelled,Staffing
19315,19317,3/15/2024,York,Edinburgh,00:00.0,30:00.0,NULL,Cancelled,Staffing
19316,19318,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19317,19319,3/15/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19318,19320,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,12:00.0,Delayed,Technical Issue
19319,19321,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19320,19322,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19321,19323,3/15/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19322,19324,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19323,19325,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19324,19326,3/15/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19325,19327,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19326,19328,3/14/2024,London Paddington,Reading,00:00.0,00:00.0,42:00.0,Delayed,Technical Issue
19327,19329,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19328,19330,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19329,19331,3/14/2024,Reading,London Paddington,30:00.0,55:00.0,55:00.0,On-time,NULL
19330,19332,3/14/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19331,19333,3/14/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19332,19334,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19333,19335,3/15/2024,London Kings Cross,York,00:00.0,50:00.0,NULL,Cancelled,Staff Shortage
19334,19336,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19335,19337,3/15/2024,London Kings Cross,York,00:00.0,50:00.0,NULL,Cancelled,Staff Shortage
19336,19338,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,40:00.0,Delayed,Signal failure
19337,19339,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Weather Conditions
19338,19340,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19339,19341,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Weather Conditions
19340,19342,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19341,19343,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19342,19344,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19343,19345,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
19344,19346,3/14/2024,Manchester Piccadilly,London Kings Cross,30:00.0,45:00.0,45:00.0,On-time,NULL
19345,19347,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19346,19348,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19347,19349,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19348,19350,3/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19349,19351,3/14/2024,Birmingham New Street,Stafford,45:00.0,15:00.0,15:00.0,On-time,NULL
19350,19352,3/15/2024,Liverpool Lime Street,Sheffield,45:00.0,00:00.0,00:00.0,On-time,NULL
19351,19353,3/15/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19352,19354,3/15/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19353,19355,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19354,19356,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19355,19357,3/15/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19356,19358,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19357,19359,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19358,19360,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19359,19361,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19360,19362,3/14/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19361,19363,3/14/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19362,19364,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19363,19365,3/15/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19364,19366,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19365,19367,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19366,19368,3/14/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
19367,19369,3/14/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19368,19370,3/15/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,NULL,Cancelled,Staff Shortage
19369,19371,3/14/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,47:00.0,Delayed,Technical Issue
19370,19372,3/14/2024,Birmingham New Street,York,30:00.0,15:00.0,15:00.0,On-time,NULL
19371,19373,3/14/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,57:00.0,Delayed,Technical Issue
19372,19374,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19373,19375,3/15/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,NULL,Cancelled,Staff Shortage
19374,19376,3/15/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19375,19377,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19376,19378,3/15/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19377,19379,3/14/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19378,19380,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19379,19381,3/15/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19380,19382,3/14/2024,Liverpool Lime Street,Crewe,45:00.0,20:00.0,20:00.0,On-time,NULL
19381,19383,3/14/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19382,19384,3/15/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19383,19385,3/15/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19384,19386,3/15/2024,London Paddington,Reading,00:00.0,00:00.0,NULL,Cancelled,Weather
19385,19387,3/15/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19386,19388,3/15/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19387,19389,3/14/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19388,19390,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19389,19391,3/15/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19390,19392,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19391,19393,3/15/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19392,19394,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19393,19395,3/15/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,59:00.0,Delayed,Technical Issue
19394,19396,3/14/2024,London St Pancras,Leicester,45:00.0,45:00.0,45:00.0,On-time,NULL
19395,19397,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19396,19398,3/15/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
19397,19399,3/15/2024,Birmingham New Street,London Euston,00:00.0,20:00.0,20:00.0,On-time,NULL
19398,19400,3/14/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19399,19401,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19400,19402,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19401,19403,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,NULL,Cancelled,Traffic
19402,19404,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19403,19405,3/15/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19404,19406,3/15/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
19405,19407,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19406,19408,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19407,19409,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19408,19410,3/15/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,NULL,Cancelled,Weather Conditions
19409,19411,3/14/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19410,19412,3/14/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19411,19413,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19412,19414,3/15/2024,London Kings Cross,York,45:00.0,35:00.0,NULL,Cancelled,Signal failure
19413,19415,3/15/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
19414,19416,3/15/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19415,19417,3/15/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
19416,19418,3/15/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
19417,19419,3/15/2024,Birmingham New Street,Stafford,45:00.0,15:00.0,15:00.0,On-time,NULL
19418,19420,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
19419,19421,3/14/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19420,19422,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19421,19423,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19422,19424,3/14/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19423,19425,3/15/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19424,19426,3/15/2024,Birmingham New Street,Edinburgh,15:00.0,45:00.0,45:00.0,On-time,NULL
19425,19427,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19426,19428,3/15/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19427,19429,3/15/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19428,19430,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19429,19431,3/15/2024,Manchester Piccadilly,Leeds,30:00.0,15:00.0,15:00.0,On-time,NULL
19430,19432,3/15/2024,London Euston,Manchester Piccadilly,15:00.0,05:00.0,05:00.0,On-time,NULL
19431,19433,3/16/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19432,19434,3/16/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,20:00.0,On-time,NULL
19433,19435,3/15/2024,York,Durham,45:00.0,35:00.0,NULL,Cancelled,Weather
19434,19436,3/15/2024,Oxford,Bristol Temple Meads,45:00.0,00:00.0,00:00.0,On-time,NULL
19435,19437,3/15/2024,Manchester Piccadilly,Nottingham,00:00.0,00:00.0,00:00.0,On-time,NULL
19436,19438,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
19437,19439,3/15/2024,Manchester Piccadilly,London Paddington,00:00.0,15:00.0,15:00.0,On-time,NULL
19438,19440,3/15/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19439,19441,3/16/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19440,19442,3/15/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19441,19443,3/15/2024,Reading,London Paddington,45:00.0,10:00.0,10:00.0,On-time,NULL
19442,19444,3/15/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19443,19445,3/16/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19444,19446,3/15/2024,Manchester Piccadilly,London Paddington,45:00.0,00:00.0,00:00.0,On-time,NULL
19445,19447,3/16/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
19446,19448,3/16/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
19447,19449,3/16/2024,York,Durham,00:00.0,50:00.0,50:00.0,On-time,NULL
19448,19450,3/16/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
19449,19451,3/16/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,NULL,Cancelled,Staffing
19450,19452,3/16/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,NULL,Cancelled,Staffing
19451,19453,3/15/2024,London Paddington,Reading,15:00.0,15:00.0,26:00.0,Delayed,Staff Shortage
19452,19454,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
19453,19455,3/16/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
19454,19456,3/15/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
19455,19457,3/15/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
19456,19458,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19457,19459,3/16/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
19458,19460,3/16/2024,Oxford,Bristol Temple Meads,45:00.0,00:00.0,00:00.0,On-time,NULL
19459,19461,3/16/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
19460,19462,3/16/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
19461,19463,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19462,19464,3/16/2024,Manchester Piccadilly,Nottingham,00:00.0,00:00.0,00:00.0,On-time,NULL
19463,19465,3/15/2024,London Paddington,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
19464,19466,3/16/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,NULL,Cancelled,Staff Shortage
19465,19467,3/15/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
19466,19468,3/16/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,NULL,Cancelled,Staff Shortage
19467,19469,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19468,19470,3/15/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
19469,19471,3/15/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
19470,19472,3/15/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19471,19473,3/15/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
19472,19474,3/15/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
19473,19475,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19474,19476,3/15/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
19475,19477,3/15/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
19476,19478,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19477,19479,3/15/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
19478,19480,3/15/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
19479,19481,3/16/2024,Manchester Piccadilly,Sheffield,45:00.0,30:00.0,30:00.0,On-time,NULL
19480,19482,3/16/2024,London Kings Cross,York,00:00.0,50:00.0,NULL,Cancelled,Weather
19481,19483,3/15/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
19482,19484,3/15/2024,Oxford,Bristol Temple Meads,00:00.0,15:00.0,15:00.0,On-time,NULL
19483,19485,3/16/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
